id,name,location,latitude,longitude,rating,priceCategory,type,img,link
95899,Le Chamarlenc,Puy-en-Velay,45.0442309,3.8828324,1,3,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b581a980d4cf43fea8c5ac9ffa16b8af.jpeg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/le-puy-en-velay/restaurant/le-chamarlenc
95898,Mr Guss,Nérac,44.134672,0.3396856,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d1c3f79fd7c74439a89cd94bfda5a528.jpeg,https://guide.michelin.com/us/en/nouvelle-aquitaine/nerac_1488231/restaurant/mr-guss
95897,Le Bois Blanc,Romorantin-Lanthenay,47.3595391,1.7450851,0,2,Modern Cuisine,,https://guide.michelin.com/us/en/centre-val-de-loire/romorantin-lanthenay/restaurant/le-bois-blanc
95896,Bibendum,Avignon,43.9454834,4.8045976,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4a472a323df647c69b33e921e779b0a4.jpeg,https://guide.michelin.com/us/en/provence-alpes-cote-dazur/avignon/restaurant/bibendum
95895,Emporio Armani Caffè,Paris,48.853693,2.3327031,0,3,Italian,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/25ac87b05fd54009bfa8dc03d02da851.jpg,https://guide.michelin.com/us/en/ile-de-france/paris/restaurant/emporio-armani-caffe
95894,Auberge de la Grive,Trosly-Loire,49.5167484,3.2253823,1,3,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/082df3be2305427cb91eab85d471ec07.jpeg,https://guide.michelin.com/us/en/hauts-de-france/trosly-loire_1550618/restaurant/auberge-de-la-grive
95893,Via del Campo,Paris,48.8561809,2.3042569,0,3,Italian,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4dbbeebebbae4585ade8e74fbd79d761.jpeg,https://guide.michelin.com/us/en/ile-de-france/paris/restaurant/via-del-campo
95892,La Table de Pôl,Lorgues,43.4931466,6.3618634,0,3,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4045b71d66a246bd9b940bcc2dcc1b41.jpg,https://guide.michelin.com/us/en/provence-alpes-cote-dazur/lorgues/restaurant/la-table-de-pol
95891,Jumo & Co,Pau,43.29465,-0.37167,0,1,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/584b7da1518c4deab93664fef6e313d3.jpg,https://guide.michelin.com/us/en/nouvelle-aquitaine/fr-pau/restaurant/jumo-co
95890,La Chartreuse,Le Reposoir,46.0115122,6.534787,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e99ff0e9b2ce4979a06b5be42a0d3e73.jpeg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/le-reposoir_1512712/restaurant/la-chartreuse
95889,Les Jardiniers,Ligré,47.1376164,0.2783905,5,2,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2fa49c390e6749479d0c037a0943e8b5.jpg,https://guide.michelin.com/us/en/centre-val-de-loire/ligre_1583134/restaurant/les-jardiniers
95888,Monsieur B,Bourgoin-Jallieu,45.5886916,5.2782804,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/53b572f21bb84424b37ab626bd87352f.jpg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/bourgoin-jallieu_1509640/restaurant/monsieur-b
95886,La Table de l'Europe,Villeréal,44.6369184,0.7442802,0,2,Modern Cuisine,,https://guide.michelin.com/us/en/nouvelle-aquitaine/villereal_1490269/restaurant/la-table-de-l-europe
95885,L'Écrin des Saveurs,Châteauroux,46.8227526,1.6975369,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4a678745719b4fbca9d59d34ecad620a.jpeg,https://guide.michelin.com/us/en/centre-val-de-loire/chteauroux/restaurant/l-ecrin-des-saveurs
95884,Auberge La Grange aux Loups,Apremont,49.2240787,2.5118115,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9bedc3ea7eca4c75a03de3931c8ebdc1.jpg,https://guide.michelin.com/us/en/hauts-de-france/apremont/restaurant/auberge-la-grange-aux-loups
95883,Restaurant Pierre Grein,Manosque,43.830996,5.7987402,1,4,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7defd77663864c43bfb80dc990450706.jpeg,https://guide.michelin.com/us/en/provence-alpes-cote-dazur/manosque/restaurant/le-bistronomique
95882,La Table du Connétable - Auberge du Jeu de Paume,Chantilly,49.1945904,2.4797287,0,4,Modern Cuisine,,https://guide.michelin.com/us/en/hauts-de-france/chantilly/restaurant/la-table-du-connetable
95881,Le Cin5 - Au Cœur du Village,La Clusaz,45.90452,6.42312,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/615c1c77f0cc47d0aaf21e322ee44c37.jpeg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/la-clusaz/restaurant/le-cinq
