id,name,location,country,latitude,longitude,rating,priceCategory,type,img,link
95826,La Chassagnette,Le Sambuc,France,43.5677811,4.6683735,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/78d1c62be60f482699bd3c2f22e3856a.jpg,https://guide.michelin.com/us/en/provence-alpes-cote-dazur/le-sambuc/restaurant/la-chassagnette
95822,Christophe Hay - Fleur de Loire,Blois,France,47.5823386,1.3378048,2,4,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1e8f98de76a742e1a72b3f06b2c96ccd.jpg,https://guide.michelin.com/us/en/centre-val-de-loire/blois/restaurant/christophe-hay-fleur-de-loire
95799,Le Coquillage,Saint-Méloir-des-Ondes,France,48.6430654,-1.8711232,2,4,Seafood,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2c056d1b686647e4be23e6ea196f64d6.jpeg,https://guide.michelin.com/us/en/bretagne/saint-mloir-des-ondes/restaurant/le-coquillage
95798,La Table de Yoann Conte,Veyrier-du-Lac,France,45.8889235,6.1721868,2,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/32926a2e1d6d4be0b6a034c1117d19ac.jpeg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/veyrier-du-lac/restaurant/yoann-conte
95795,Atmosphères,Le Bourget-du-Lac,France,45.6606861,5.8522537,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c4cdd76048a54f73a0339d457b669a2a.jpg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/le-bourget-du-lac/restaurant/atmospheres
95738,La Bòria,Veyras,France,44.7292683,4.5651805,-1,3,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/881c4cfecc94431e8b5a43f85726f43d.jpg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/veyras/restaurant/la-boria-1200901
95691,Têtedoie,Lyon,France,45.7590732,4.8233917,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c106f49e772b473d8c78a4c0d07498e6.jpeg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/lyon/restaurant/tetedoie
95659,Les Jardins Sauvages - La Grée des Landes,La Gacilly,France,47.7604449,-2.1227339,-1,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f95c62517a4942e98764e71403e0f6bb.jpg,https://guide.michelin.com/us/en/bretagne/la-gacilly/restaurant/les-jardins-sauvages
95648,La Marine,L'Herbaudière,France,47.0237104,-2.2999341,3,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/760587075756406bb4470d7ae4b19ad5.jpg,https://guide.michelin.com/us/en/pays-de-la-loire/l-herbaudire/restaurant/la-marine3780
95639,Le Goût du Bonheur - La Fenière,Cadenet,France,43.7487002,5.3642746,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/742350fe468e49adaa268fd1ff5a1f0e.jpeg,https://guide.michelin.com/us/en/provence-alpes-cote-dazur/cadenet/restaurant/le-gout-du-bonheur-la-feniere
95602,Le Clos des Sens,Annecy,France,45.9176317,6.1445765,3,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4a92ed7c30d64f888edf2c081a0d4885.jpg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/annecy/restaurant/le-clos-des-sens
95591,Maison Tiegezh,Guer,France,47.9056281,-2.1235452,1,3,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/bace22dd36ef4e3eb8cc2836b856ce00.jpeg,https://guide.michelin.com/us/en/bretagne/guer/restaurant/maison-tiegezh
95561,La Coopérative - Domaine Riberach,Bélesta,France,42.7181258,2.6073514,1,3,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f9519fb0861c4b48a9b879cee592b62b.jpg,https://guide.michelin.com/us/en/occitanie/blesta/restaurant/domaine-riberach-la-cooperative
95558,de:ja,Strasbourg,France,48.5873652,7.7685673,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ea5fc49d3a3a4f5fb7ba5f83a6a77ec6.jpg,https://guide.michelin.com/us/en/grand-est/strasbourg/restaurant/de-ja
95504,Le Saint Hilaire,Saint-Hilaire-de-Brethmas,France,44.0991009,4.1055495,1,3,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2a68e8e082d447f9a3cb48b04a5b3359.jpeg,https://guide.michelin.com/us/en/occitanie/saint-hilaire-de-brethmas_3915683/restaurant/le-saint-hilaire-1208787
95444,Amber,Hong Kong,Hong Kong,22.2805311,114.1577065,2,4,French Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3903d9d697d74643b2c3fc4b0a653d98.jpeg,https://guide.michelin.com/us/en/hong-kong-region/hong-kong/restaurant/amber569032
95404,UTM Educational Restaurant,Macau,Macau,22.2071997,113.5476941,0,2,Macanese,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a1b9d5b942eb4185b01ff026248fe4a3.jpeg,https://guide.michelin.com/us/en/macau-region/macau/restaurant/ift-educational-restaurant
95312,Roganic,Hong Kong,Hong Kong,22.2813924,114.1821991,1,3,European Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a37901c247e24c74a4fcf10b2404416a.jpeg,https://guide.michelin.com/us/en/hong-kong-region/hong-kong/restaurant/roganic1185143
95207,Feuille,Hong Kong,Hong Kong,22.2849272,114.1528886,1,3,French Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0f0ecd3991c247f4b00a3f53e8f30e75.jpeg,https://guide.michelin.com/us/en/hong-kong-region/hong-kong/restaurant/feuille
95131,Ó Balcão,Santarém,Portugal,39.2318525,-8.6858779,1,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/de80d9edd6314b2d835aa1e7426b293a.jpg,https://guide.michelin.com/us/en/santarem-region/santarm/restaurant/o-balcao
95053,Mesa de Lemos,Passos de Silgueiros,Portugal,40.577633,-7.98049,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7ddae0b77ccd4d20af4bf5a7fb1beb29.jpeg,https://guide.michelin.com/us/en/viseu-region/passos-de-silgueiros/restaurant/mesa-de-lemos
95022,Malhadinha Nova,Albernoa,Portugal,37.8214769,-7.9769371,-1,3,Country cooking,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f65b514d42eb479fb0a37e79578edb8e.jpg,https://guide.michelin.com/us/en/beja/albernoa/restaurant/malhadinha-nova
94997,Il Gallo d'Oro,Funchal,Portugal,32.6382988,-16.9266478,2,4,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/56e74d90dfde41f58fbe00ff135ae80a.jpg,https://guide.michelin.com/us/en/ilha-da-madeira/funchal/restaurant/il-gallo-d-oro
94992,Herdade do Esporão,Reguengos de Monsaraz,Portugal,38.38073,-7.55312,1,3,Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3588e7c716d443dcb78f781674dac497.jpeg,https://guide.michelin.com/us/en/evora-region/reguengos-de-monsaraz/restaurant/esporao
94934,Neon,Lier,Belgium,51.13007,4.57375,1,3,Country cooking,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/cdbcae68f5d141ab8fe70590dadfa2d4.jpeg,https://guide.michelin.com/us/en/antwerpen/lier/restaurant/neon
94913,Barge,Brussels,Belgium,50.8569126,4.3468964,1,3,Organic,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2338fa05398147e594284a4cd23a2cb7.jpg,https://guide.michelin.com/us/en/bruxelles-capitale/bruxelles/restaurant/barge
94907,¡Toma!,Liège,Belgium,50.6437004,5.5661044,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/bfa553d8a11a431cb787d181709fa192.jpeg,https://guide.michelin.com/us/en/liege/liege/restaurant/toma
94902,Hors-Champs,Ernage,Belgium,50.5926755,4.6783704,-1,3,Organic,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/6b8785dee58348faafddfc401c29c7c2.jpeg,https://guide.michelin.com/us/en/namur/ernage/restaurant/hors-champs
94590,La Grappe d'Or,Arlon,Belgium,49.6610743,5.8492842,1,3,French Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/654f5d67bbb24480946695d73e16f23e.jpeg,https://guide.michelin.com/us/en/be-luxembourg/arlon/restaurant/la-grappe-d-or-1203424
94555,Hofke van Bazel,Bazel,Belgium,51.1471664,4.3002815,1,4,Seasonal Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f461583dc17e446596c53db61bdef912.jpg,https://guide.michelin.com/us/en/oost-vlaanderen/bazel/restaurant/hofke-van-bazel
94544,Arabelle Meirlaen,Marchin,Belgium,50.4863858,5.2218357,1,3,Organic,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/893c389c050741848a62e8031b21f873.jpg,https://guide.michelin.com/us/en/liege/marchin/restaurant/arabelle-meirlaen
94538,L'air du temps,Liernu,Belgium,50.5927328,4.8329862,2,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0b531045f50b417fa5ca0f9963bba034.jpeg,https://guide.michelin.com/us/en/namur/liernu/restaurant/l-air-du-temps371956
94528,Atelier de Bossimé,Loyers,Belgium,50.4550108,4.9326939,-1,3,Organic,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/34d41c12cd534fdeb61d080ef518489e.jpeg,https://guide.michelin.com/us/en/namur/loyers/restaurant/atelier-de-bossime
94482,Humus x Hortense,Ixelles,Belgium,50.8294878,4.3703766,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4bd7a73f48cb4dbc833f069f5b55e51a.jpg,https://guide.michelin.com/us/en/bruxelles-capitale/ixelles/restaurant/humus-x-hortense
94449,Souvenir,Gent,Belgium,51.0496543,3.7322294,1,3,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/534460591f8a45f2a42df57b6c138c81.jpg,https://guide.michelin.com/us/en/oost-vlaanderen/gent/restaurant/souvenir
94399,La Distillerie,Bourglinster,Luxembourg,49.7025385,6.216315,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b1e7a44e8b7f40a9b55530383a0baa75.jpg,https://guide.michelin.com/us/en/grevenmacher/bourglinster/restaurant/la-distillerie
94117,A Flower Blossom on the Rice,Seoul,South Korea,37.57535,126.98404,0,1,Korean,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ae84a986a2b54271b1191b040a03438f.jpeg,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/a-flower-blossom-on-the-rice
93993,Gigas,Seoul,South Korea,37.55696,126.97809,-1,3,Mediterranean Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0549a0b5b28d4c8b94d3f11394e5001c.jpg,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gigas
93954,Fiotto,Busan,South Korea,35.16177,129.17362,1,2,Italian,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/5e1da5b7ff5646559f9c4b40b51e874e.jpeg,https://guide.michelin.com/us/en/busan-region/busan_1025838/restaurant/fiotto
93854,Crocadon,St Mellion,United Kingdom,50.47174,-4.26726,1,3,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ecbb56c8b14a441f9e368e634c3ee140.jpg,https://guide.michelin.com/us/en/cornwall/st-mellion/restaurant/crocadon
93845,Inver,Strachur,United Kingdom,56.1056447,-5.2066967,-1,4,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e79125c16ba343f4be1b50a4ab37796e.jpg,https://guide.michelin.com/us/en/argyll-and-bute/strachur/restaurant/inver
93841,Wilsons,City of Bristol,United Kingdom,51.4679292,-2.6052331,-1,3,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ca54129864054c97a5f3c568a6b03bbf.jpeg,https://guide.michelin.com/us/en/south-gloucestershire/bristol/restaurant/wilsons
93839,Henry Robertson,Llandderfel,United Kingdom,52.9129032,-3.5144635,-1,2,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ad3cd104c425458b95af25ebb5dda7e6.jpg,https://guide.michelin.com/us/en/gwynedd/llandderfel/restaurant/henry-robertson
93828,Black Swan,Oldstead,United Kingdom,54.2120881,-1.1879112,1,4,Creative British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8551b3a5c52b42348a91f3241a8a7e73.jpg,https://guide.michelin.com/us/en/north-yorkshire/oldstead/restaurant/black-swan
93827,Coombeshead Farm,Lewannick,United Kingdom,50.5945366,-4.4297684,-1,2,Country cooking,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/53bb83e5083f43e490c1e9c8c32057ec.jpeg,https://guide.michelin.com/us/en/cornwall/lewannick/restaurant/coombeshead-farm
93785,L'Enclume,Cartmel,United Kingdom,54.2017708,-2.9538681,3,4,Creative British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3250c9fb54f64fe3a9a5b7257f32dfe8.jpg,https://guide.michelin.com/us/en/cumbria/cartmel/restaurant/l-enclume
93780,Where The Light Gets In,Stockport,United Kingdom,53.4109402,-2.1559164,-1,4,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/38a2488083a144b5868c61086027f2d6.jpeg,https://guide.michelin.com/us/en/greater-manchester/stockport/restaurant/where-the-light-gets-in
93655,Restaurant Sat Bains,Nottingham,United Kingdom,52.9251069,-1.1676041,2,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/07e78b123052442a9db6c926db3d5ee8.jpeg,https://guide.michelin.com/us/en/nottingham-region/nottingham/restaurant/restaurant-sat-bains
93648,Daylesford Organic Farm,Daylesford,United Kingdom,51.9293365,-1.6431474,-1,2,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a095e7a26bb9454c824ea78d22ed73e4.jpeg,https://guide.michelin.com/us/en/gloucestershire/daylesford/restaurant/cafe-at-daylesford-organic
93628,The Dining Room,Malmesbury,United Kingdom,51.5840371,-2.1558527,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1581d80e32164954b127999974c6f873.jpeg,https://guide.michelin.com/us/en/wiltshire/malmesbury/restaurant/the-dining-room193454
93489,"Le Manoir aux Quat' Saisons, a Belmond Hotel",Great Milton,United Kingdom,51.7169058,-1.0915663,2,4,French,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d80b9f756c6c401a96232e6b78193c20.jpg,https://guide.michelin.com/us/en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons
93452,Oak,Bath,United Kingdom,51.3807226,-2.3583723,-1,2,Vegetarian,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8596e332024b469a9eee1a730bd9ee17.jpg,https://guide.michelin.com/us/en/bath-and-north-east-somerset/bath/restaurant/oak-uk
93375,Petersham Nurseries Café,London,United Kingdom,51.43615,-0.30933,-1,3,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a7f31ef8adc74193b150905230bafe4d.jpg,https://guide.michelin.com/us/en/greater-london/london/restaurant/petersham-nurseries-cafe
93369,Osip,Bruton,United Kingdom,51.1047641,-2.4062902,1,4,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/5ed622b53c5e4da288d758e8a0da0372.jpg,https://guide.michelin.com/us/en/somerset/bruton/restaurant/osip
93315,The Whitebrook,Whitebrook,United Kingdom,51.759697,-2.686909,1,4,Creative British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f3a7e27a0d9642fbbb3bc449fd72fbe7.jpg,https://guide.michelin.com/us/en/monmouthshire/whitebrook/restaurant/the-whitebrook
93268,Tillingham,Peasmarsh,United Kingdom,50.9601961,0.6760094,-1,3,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/fb8f54b69e194408a79619bea4128dbe.jpg,https://guide.michelin.com/us/en/east-sussex/peasmarsh/restaurant/tillingham
93205,Angela's,Margate,United Kingdom,51.3894195,1.3805686,-1,2,Seafood,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/88856f7383f542349eccf1b8b653b630.jpg,https://guide.michelin.com/us/en/kent/margate/restaurant/angela-s
93194,Interlude,Lower Beeding,United Kingdom,51.0201898,-0.2606582,1,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/fe42cd0e8b3641eab44fb9a36f6b9211.jpg,https://guide.michelin.com/us/en/west-sussex/lower-beeding/restaurant/interlude
93168,St. Barts,London,United Kingdom,51.5183271,-0.0992181,1,4,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/782e944792894092a3963465ddfa78d9.jpg,https://guide.michelin.com/us/en/greater-london/london/restaurant/st-barts
93145,Forge,Middleton Tyas,United Kingdom,54.458091,-1.660081,-1,4,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3a41f36b1a634d2bade6528ae08d1913.jpg,https://guide.michelin.com/us/en/north-yorkshire/middleton-tyas/restaurant/forge-1190154
93069,Apricity,London,United Kingdom,51.5135637,-0.1511802,-1,3,British Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9b814298bfd546be8ad8a2aa97605c49.jpeg,https://guide.michelin.com/us/en/greater-london/london/restaurant/apricity
93023,Kai,Galway,Republic of Ireland,53.2695339,-9.0611666,-1,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d1477b66a1424f79b609e8851e583fad.jpeg,https://guide.michelin.com/us/en/galway/galway/restaurant/kai
92987,Marle,Heckfield,United Kingdom,51.3442125,-0.9507735,-1,3,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4b4c862bff20497baaee1d02a6ba0c1a.jpeg,https://guide.michelin.com/us/en/hampshire/heckfield/restaurant/marle
92966,Exmoor Forest Inn,Simonsbath,United Kingdom,51.1395676,-3.75473,-1,2,Traditional British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b82ed26ab1cd4898985fac623add8669.jpg,https://guide.michelin.com/us/en/somerset/simonsbath_1751466/restaurant/exmoor-forest-inn
92958,The Small Holding,Kilndown,United Kingdom,51.0918478,0.4269228,-1,3,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/23cfdefeffb0420ea8ec9296b020c5df.jpg,https://guide.michelin.com/us/en/kent/kilndown/restaurant/the-small-holding
92877,CULTURE,Falmouth,United Kingdom,50.1524759,-5.0660623,-1,3,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b4d405f478804541ae8068382ddce907.jpeg,https://guide.michelin.com/us/en/cornwall/falmouth/restaurant/culture
92876,Moor Hall,Aughton,United Kingdom,53.5423365,-2.8919183,2,4,Modern British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8e59504028644f55bad349a7274a489d.jpg,https://guide.michelin.com/us/en/lancashire/aughton/restaurant/moor-hall
92816,Pine,East Wallhouses,United Kingdom,55.0095322,-1.9266976,1,4,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/62a0f359082e4891b057caf093a06132.jpeg,https://guide.michelin.com/us/en/northumberland/east-wallhouses/restaurant/pine
92765,CHAPTERS,Hay-on-Wye,United Kingdom,52.0747253,-3.1248014,-1,3,Creative British,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/de6703155a3a489fabb6329aa5da7620.jpeg,https://guide.michelin.com/us/en/powys/hay-on-wye/restaurant/chapters
92762,Silo,London,United Kingdom,51.5428444,-0.0219865,-1,3,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/74af587998f249e280f9be7b0db87882.jpeg,https://guide.michelin.com/us/en/greater-london/london/restaurant/silo-1183942
92761,ANNWN,Narberth,United Kingdom,51.7981302,-4.7430385,-1,4,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8f72752656014699b30882be126f179d.jpg,https://guide.michelin.com/us/en/pembrokeshire/narberth/restaurant/annwn
92062,nôl,Tokyo,Japan,35.695272,139.78362,1,3,Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8be07f74ece544af8e91d0c15a3c1cac.jpg,https://guide.michelin.com/us/en/tokyo-region/tokyo/restaurant/nol
90186,Anchoíta,Buenos Aires,Argentina,-34.5894403,-58.4453965,-1,4,Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e6147f1967544e3fb64d089038048e1f.jpeg,https://guide.michelin.com/us/en/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurant/anchoita
90182,Don Julio,Buenos Aires,Argentina,-34.5862674,-58.4244386,1,4,Grills,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4b5f6d0d224b44678fbea96b47e5a134.jpeg,https://guide.michelin.com/us/en/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurant/don-julio
90170,Casa Vigil,Mendoza,Argentina,-33.0446245,-68.7213938,1,4,Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e82e7ffa281f48bfbc0811c7450e6ea8.jpg,https://guide.michelin.com/us/en/provincia-mendoza/mendoza_777010/restaurant/casa-vigil
90166,El Preferido de Palermo,Buenos Aires,Argentina,-34.5855314,-58.4253891,-1,2,Traditional Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/dd31a9e70a8b437299a0aff6f6b743a8.jpg,https://guide.michelin.com/us/en/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurant/el-preferido-de-palermo
90165,Riccitelli Bistró,Mendoza,Argentina,-33.0339742,-68.959131,-1,3,Seasonal Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d833dd5fcd9d4f21aaefe4aa032f2956.jpeg,https://guide.michelin.com/us/en/provincia-mendoza/mendoza_777010/restaurant/riccitelli-bistro
90160,Crizia,Buenos Aires,Argentina,-34.583215,-58.435084,-1,4,Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/51f3b7b483b74d35ad5f5975dcf4a626.jpeg,https://guide.michelin.com/us/en/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurant/crizia
90159,Zonda Cocina de Paisaje,Mendoza,Argentina,-33.023072,-68.8727331,1,3,Traditional Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/fcf00cb4c13042d4b71a50ab0dc5face.jpeg,https://guide.michelin.com/us/en/provincia-mendoza/mendoza_777010/restaurant/zonda-cocina-de-paisaje
86885,Delta,Athens,Greece,37.9388218,23.6920295,2,4,Creative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/fe6192a8acc64bdca25e4b14d24c119e.jpeg,https://guide.michelin.com/us/en/attica/athens/restaurant/delta
86886,Patio,Athens,Greece,37.8138388,23.7739344,1,4,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0c8ad04c99134a068b8b940bd4617758.jpg,https://guide.michelin.com/us/en/attica/athens/restaurant/patio
86860,Soil,Athens,Greece,37.9669545,23.7429946,1,4,Contemporary,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/131f236d049143b5817f2cab0fef975c.jpeg,https://guide.michelin.com/us/en/attica/athens/restaurant/soil
82830,Mora,Hong Kong,Hong Kong,22.2850528,114.1494147,1,3,Innovative,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/49f176c966a94212a8d19cad011b76bc.jpg,https://guide.michelin.com/us/en/hong-kong-region/hong-kong/restaurant/mora
75258,MAST Weinbistro,Vienna,Austria,48.2249667,16.361521,0,2,Farm to table,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/183c47e1cab240d08160649945af2795.jpeg,https://guide.michelin.com/us/en/vienna/wien/restaurant/mast-weinbistro
75249,TIAN,Vienna,Austria,48.20523,16.3744339,1,4,Vegetarian,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/011ce0304ef4494d88d689e9d82cda49.jpg,https://guide.michelin.com/us/en/vienna/wien/restaurant/tian
